"BOROUGH","NEIGHBORHOOD","BUILDING CLASS CATEGORY","TAX CLASS AS OF FINAL ROLL","BLOCK","LOT","EASE-MENT","BUILDING CLASS AS OF FINAL ROLL","ADDRESS","APARTMENT NUMBER","ZIP CODE","RESIDENTIAL UNITS","COMMERCIAL UNITS","TOTAL UNITS","LAND SQUARE FEET","GROSS SQUARE FEET","YEAR BUILT","TAX CLASS AT TIME OF SALE","BUILDING CLASS AT TIME OF SALE","SALE PRICE","SALE DATE","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract 2020","Neighborhood Tabulation Area (NTA) (2020)"
"4","JAMAICA","02  TWO FAMILY DWELLINGS","1","10008","7",,"B3","95-02 LIVERPOOL STREET",,"11435","2","0","2","1,330","1,700","1915","1","B3","$0","02/09/2016","40.697619","-73.808039","412","28","4214146","4100080007","208","QN1201"
"4","KEW GARDENS","10  COOPS - ELEVATOR APARTMENTS","2","3312","8",,"D4","117-01 PARK LANE SOUTH, D6G",,"11418","0","0","0","0","0","1935","2","D4","$210,000","02/09/2016","40.708113","-73.837069","409","29","4433884","4033120008","773","QN0901"
"4","LONG ISLAND CITY","13  CONDOS - ELEVATOR APARTMENTS","2","341","1003",,"R4","35-40 30TH   STREET","1C","11106","1","0","1","0","0","2007","2","R4","$445,000","02/09/2016","40.757835","-73.929855","401","26","4590293","4003417501","53","QN0103"
"4","MASPETH","01  ONE FAMILY DWELLINGS","1","2753","297",,"A2","64-49 59TH   AVENUE",,"11378","1","0","1","1,655","1,140","1925","1","A2","$417,500","02/09/2016","40.720291","-73.899274","405","30","4441144","4027530297","521","QN0501"
"4","MASPETH","02  TWO FAMILY DWELLINGS","1","2428","46",,"S2","49-04 69TH STREET",,"11377","2","1","3","2,000","2,080","1922","1","S2","$0","02/09/2016","40.737514","-73.895946","402","30","4056221","4024280046","243","QN0203"
"4","OAKLAND GARDENS","01  ONE FAMILY DWELLINGS","1","7614","47",,"A2","64-57 213 STREET",,"11364","1","0","1","8,000","1,188","1950","1","A2","$0","02/09/2016","40.744891","-73.763275","411","23","4162304","4076140047","1367","QN1104"
"4","OAKLAND GARDENS","09  COOPS - WALKUP APARTMENTS","2","7636","7",,"C6","213-14 69TH AVENUE, 247",,"11364","0","0","0","0","0","1958","2","C6","$142,000","02/09/2016","40.741464","-73.761411","411","23","4452708","4076360007","1367","QN1104"
"4","OZONE PARK","02  TWO FAMILY DWELLINGS","1","11342","16",,"B1","132-30 80TH   STREET",,"11417","2","0","2","4,890","2,392","1960","1","B1","$0","02/09/2016","40.67429","-73.856482","410","32","4244849","4113420016","4401","QN1002"
"4","OZONE PARK","02  TWO FAMILY DWELLINGS","1","11517","159",,"B3","97-29 135TH ROAD",,"11417","2","0","2","2,800","1,403","1925","1","B3","$565,000","02/09/2016","40.67361","-73.838123","410","32","4248567","4115170159","88","QN1002"
"4","QUEENS VILLAGE","01  ONE FAMILY DWELLINGS","1","10692","68",,"A2","218-60 SAWYER AVENUE",,"11427","1","0","1","5,040","1,800","1950","1","A2","$437,000","02/09/2016","40.730157","-73.747881","413","23","4229017","4106920068","552","QN1303"
"4","REGO PARK","01  ONE FAMILY DWELLINGS","1","3119","33",,"A5","63-126 ALDERTON STREET",,"11374","1","0","1","2,362","1,700","1936","1","A5","$768,000","02/09/2016","40.72534","-73.862715","406","29","4073561","4031190033","69702","QN0601"
"4","REGO PARK","10  COOPS - ELEVATOR APARTMENTS","2","3167","28",,"D4","67-76 BOOTH STREET, 7I",,"11375","0","0","0","0","0","1948","2","D4","$329,000","02/09/2016","40.724783","-73.851965","406","29","4075055","4031670028","71305","QN0602"
"4","REGO PARK","13  CONDOS - ELEVATOR APARTMENTS","2","2112","1106",,"R4","63-60 102ND   STREET","A-19","11374","1","0","1","0","0","1949","2","R4","$0","02/09/2016","40.732226","-73.853817","406","29","4050659","4021127501","721","QN0602"
"4","REGO PARK","13  CONDOS - ELEVATOR APARTMENTS","2","2119","1053",,"R4","100-25 QUEENS BOULEVARD","7B","11375","1","0","1","0","0","1959","2","R4","$214,800","02/09/2016","40.726849","-73.853385","406","29","4307726","4021197501","71303","QN0602"
"4","REGO PARK","13  CONDOS - ELEVATOR APARTMENTS","2","3115","1005",,"R4","85-04 63RD DRIVE",,"11374","1","0","1","0","0","1952","2","R4","$280,080","02/09/2016","40.722463","-73.867162","406","29","4073279","4031157501","69702","QN0601"
"4","REGO PARK","13  CONDOS - ELEVATOR APARTMENTS","2","3115","1047",,"R4","85-04 63RD   DRIVE","6B1","11374","1","0","1","0","0","1952","2","R4","$350,000","02/09/2016","40.722463","-73.867162","406","29","4073279","4031157501","69702","QN0601"
"4","RIDGEWOOD","02  TWO FAMILY DWELLINGS","1","3528","36",,"B1","60-38 PALMETTO STREET",,"11385","2","0","2","2,358","2,424","1920","1","B1","$0","02/09/2016","40.70797","-73.899761","405","30","4434379","4035280036","587","QN0502"
"4","RIDGEWOOD","03  THREE FAMILY DWELLINGS","1","3475","11",,"C0","58-36 69TH AVENUE",,"11385","3","0","3","1,966","3,255","1901","1","C0","$720,000","02/09/2016","40.701442","-73.901798","405","34","4083168","4034750011","551","QN0502"
"4","ROSEDALE","02  TWO FAMILY DWELLINGS","1","13654","26",,"B2","253-52 148TH   DRIVE",,"11422","2","0","2","3,325","2,937","1970","1","B2","$695,000","02/09/2016","40.653722","-73.736353","413","31","4290094","4136540026","66403","QN1307"
"4","ROSEDALE","02  TWO FAMILY DWELLINGS","1","13712","53",,"B2","147-51 231ST STREET",,"11413","2","0","2","4,239","2,024","1960","1","B2","$570,996","02/09/2016","40.656716","-73.750646","413","31","4000000","4137120155","694","QN1306"
"4","SO. JAMAICA-BAISLEY PARK","01  ONE FAMILY DWELLINGS","1","12000","53",,"A1","116-17 142ND   STREET",,"11436","1","0","1","3,808","594","1957","1","A1","$170,000","02/09/2016","40.680038","-73.799927","412","28","4260179","4120000053","186","QN1203"
"4","SO. JAMAICA-BAISLEY PARK","02  TWO FAMILY DWELLINGS","1","12190","15",,"B2","155-20 115TH   AVENUE",,"11434","2","0","2","4,000","1,701","1960","1","B2","$599,000","02/09/2016","40.685728","-73.790679","412","28","4264273","4121900015","274","QN1203"
"4","SOUTH JAMAICA","01  ONE FAMILY DWELLINGS","1","10076","11",,"A1","144-16 107TH AVENUE",,"11435","1","0","1","2,500","1,120","1901","1","A1","$175,000","02/09/2016","40.690593","-73.805502","412","28","4215320","4100760011","198","QN1202"
"4","SOUTH JAMAICA","02  TWO FAMILY DWELLINGS","1","10046","3",,"B1","145-06 LIBERTY AVENUE",,"11435","2","0","2","1,440","1,728","1925","1","B1","$36,000","02/09/2016","40.69352","-73.807723","412","28","4214842","4100460003","204","QN1201"
"4","SOUTH OZONE PARK","01  ONE FAMILY DWELLINGS","1","11714","11",,"A5","116-59 121ST   STREET",,"11420","1","0","1","2,764","1,344","1930","1","A5","$389,000","02/09/2016","40.675519","-73.817353","410","28","4253600","4117140011","840","QN1001"
"4","WHITESTONE","01  ONE FAMILY DWELLINGS","1","4644","21",,"A2","147-11 15TH   AVENUE",,"11357","1","0","1","3,600","2,275","1960","1","A2","$734,000","02/09/2016","40.786741","-73.817965","407","19","4105210","4046440021","1039","QN0702"
"4","WHITESTONE","02  TWO FAMILY DWELLINGS","1","4503","25",,"B3","11-06 150 STREET",,"11357","2","0","2","4,200","2,139","1935","1","B3","$710,750","02/09/2016","40.791336","-73.814811","407","19","4102413","4045030025","981","QN0702"
"4","WOODHAVEN","02  TWO FAMILY DWELLINGS","1","8902","27",,"B3","88-48 77TH   STREET",,"11421","2","0","2","1,742","1,610","1920","1","B3","$300,000","02/09/2016","40.689242","-73.864185","409","30","4182998","4089020027","4","QN0905"
"4","WOODHAVEN","02  TWO FAMILY DWELLINGS","1","9306","13",,"B1","91-02 102ND   STREET",,"11418","2","0","2","1,600","3,104","1901","1","B1","$518,000","02/09/2016","40.691689","-73.843709","409","32","4195069","4093060013","28","QN0902"
"4","WOODSIDE","02  TWO FAMILY DWELLINGS","1","1343","64",,"B2","42-32 66TH STREET",,"11377","2","0","2","2,000","1,328","1901","1","B2","$768,240","02/09/2016","40.742419","-73.898305","402","26","4031755","4013430064","247","QN0203"
"5","ARDEN HEIGHTS","01  ONE FAMILY DWELLINGS","1","5724","119",,"A5","159 KENILWORTH AVENUE",,"10312","1","0","1","2,500","2,065","2014","1","A5","$529,490","02/09/2016","40.562118","-74.1827","503","51","5167636","5057240119","17007","SI0303"
"5","ARDEN HEIGHTS","01  ONE FAMILY DWELLINGS","1","6019","77",,"A5","187 FOREST GREEN",,"10312","1","0","1","1,828","2,062","1970","1","A5","$0","02/09/2016","40.555846","-74.195948","503","51","5078356","5060190077","17013","SI0303"
"5","BULLS HEAD","04  TAX CLASS 1 CONDOS","1A","1548","2005",,"R3","61 JENNIFER PLACE","3A","10314","1","0","1","0","0","1998","1","R3","$250,000","02/09/2016","40.611073","-74.157947","502","50","5127118","5015487502","29104","SI0204"
"5","BULLS HEAD","04  TAX CLASS 1 CONDOS","1A","1548","2047",,"R3","32 JENNIFER PLACE","24A","10314","1","0","1","0","0","1998","1","R3","$250,000","02/09/2016","40.610295","-74.158446","502","50","5127140","5015487502","29104","SI0204"
"5","CONCORD","01  ONE FAMILY DWELLINGS","1","625","12",,"A1","17 LONGVIEW ROAD",,"10304","1","0","1","5,000","1,280","1920","1","A1","$0","02/09/2016","40.611885","-74.088922","501","49","5016086","5006250012","47","SI0104"
"5","ELTINGVILLE","01  ONE FAMILY DWELLINGS","1","5628","46",,"A1","551 WILSON AVENUE",,"10312","1","0","1","6,100","1,700","1970","1","A1","$275,000","02/09/2016","40.544475","-74.169393","503","51","5075148","5056280046","17011","SI0302"
"5","ELTINGVILLE","02  TWO FAMILY DWELLINGS","1","5669","33",,"B9","119 SHOTWELL AVENUE",,"10312","2","0","2","3,900","3,128","1980","1","B9","$610,000","02/09/2016","40.553959","-74.181548","503","51","5076008","5056690033","17015","SI0303"
"5","GRANT CITY","13  CONDOS - ELEVATOR APARTMENTS","2","3585","1084",,"R4","100 COLFAX AVENUE","3N","10306","1","0","1","0","0","1961","2","R4","$190,000","02/09/2016","40.579906","-74.107779","502","50","5095450","5035857501","11402","SI0202"
"5","GREAT KILLS","01  ONE FAMILY DWELLINGS","1","5209","58",,"A5","59 ACKERMAN STREET",,"10308","1","0","1","2,295","1,854","1986","1","A5","$335,000","02/09/2016","40.541929","-74.144431","503","51","5066232","5052090058","15603","SI0302"
"5","GREAT KILLS","01  ONE FAMILY DWELLINGS","1","5276","4",,"A5","42 RUSSELL STREET",,"10308","1","0","1","2,500","1,920","1999","1","A5","$0","02/09/2016","40.540727","-74.148505","503","51","5130360","5052760004","15601","SI0302"
"5","GREAT KILLS","04  TAX CLASS 1 CONDOS","1A","4645","1073",,"R3","220 TIMBER RIDGE DRIVE","7220","10306","1","0","1","0","0","1981","1","R3","$235,000","02/09/2016","40.555191","-74.143129","503","51","5123063","5046457501","14606","SI0302"
"5","GREAT KILLS","04  TAX CLASS 1 CONDOS","1A","5460","1035",,"R3","4199 AMBOY ROAD","1A","10308","1","0","1","0","0","1984","1","R3","$190,000","02/09/2016","40.547769","-74.156023","503","51","5122712","5054607501","14604","SI0302"
"5","MIDLAND BEACH","01  ONE FAMILY DWELLINGS","1","3650","102",,"A2","371 BUEL AVENUE",,"10305","1","0","1","5,334","1,040","1955","1","A2","$428,000","02/09/2016","40.583939","-74.090836","502","50","5052908","5036500102","11201","SI0202"
"5","MIDLAND BEACH","01  ONE FAMILY DWELLINGS","1","3686","10",,"A2","302 HUNTER AVENUE",,"10306","1","0","1","3,240","584","1930","1","A2","$440,000","02/09/2016","40.579005","-74.099066","502","50","5053481","5036860010","11203","SI0202"
"5","MIDLAND BEACH","01  ONE FAMILY DWELLINGS","1","3825","21",,"A6","659 SEAVER AVENUE",,"10305","1","0","1","5,400","798","1940","1","A6","$524,280","02/09/2016","40.576958","-74.084282","502","50","5126380","5038250021","11201","SI0202"
"5","MIDLAND BEACH","01  ONE FAMILY DWELLINGS","1","3837","22",,"A5","596 QUINCY AVENUE",,"10305","1","0","1","2,000","1,905","2006","1","A5","$475,115","02/09/2016","40.579395","-74.080736","502","50","5147620","5038370022","11201","SI0202"
"5","MIDLAND BEACH","05  TAX CLASS 1 VACANT LAND","1B","3686","11",,"V0","N/A HUNTER AVENUE",,"10306","0","0","0","3,240","0","0","1","V0","$0","02/09/2016",,,,,,,,
"5","NEW DORP-HEIGHTS","01  ONE FAMILY DWELLINGS","1","4363","48",,"A5","96 PARK STREET",,"10306","1","0","1","2,475","1,156","1965","1","A5","$427,500","02/09/2016","40.569811","-74.12873","503","50","5059738","5043630048","138","SI0301"
"5","NEW SPRINGVILLE","04  TAX CLASS 1 CONDOS","1A","2450","1849",,"R3","9 DONNA COURT","12","10314","1","0","1","0","0","1985","1","R3","$210,000","02/09/2016","40.580737","-74.162094","502","51","5112320","5024507508","27702","SI0204"
"5","RICHMONDTOWN-LIGHTHS HILL","01  ONE FAMILY DWELLINGS","1","2276","19",,"A3","280 EDINBORO ROAD",,"10306","1","0","1","14,000","1,696","1950","1","A3","$242,000","02/09/2016","40.577539","-74.136589","502","50","5037181","5022760019","279","SI0203"
"5","ROSEBANK","01  ONE FAMILY DWELLINGS","1","2847","51",,"A1","62 ST MARYS AVENUE",,"10305","1","0","1","2,500","1,332","1901","1","A1","$325,000","02/09/2016","40.615376","-74.069628","501","49","5042668","5028470051","8","SI0103"
"5","ROSEBANK","01  ONE FAMILY DWELLINGS","1","2967","82",,"A1","17 WHITE PLAINS AVENUE",,"10305","1","0","1","2,525","1,152","1915","1","A1","$293,888","02/09/2016","40.613931","-74.075469","501","49","5043870","5029670082","36","SI0103"
"5","ROSEBANK","02  TWO FAMILY DWELLINGS","1","2848","12",,"B2","86 VIRGINIA AVENUE",,"10305","2","0","2","2,875","1,900","2004","1","B2","$0","02/09/2016","40.61422","-74.070059","501","49","5147484","5028480012","8","SI0103"
"5","WEST NEW BRIGHTON","13  CONDOS - ELEVATOR APARTMENTS","2","230","1234",,"R4","999 FOREST AVENUE","3J","10310","1","0","1","0","0","1988","2","R4","$140,000","02/09/2016","40.627384","-74.122965","501","49","5095176","5002307501","141","SI0106"
"5","WESTERLEIGH","02  TWO FAMILY DWELLINGS","1","1435","198",,"B2","90 GALLOWAY AVENUE",,"10302","2","0","2","4,520","2,586","1970","1","B2","$354,535","02/09/2016","40.622893","-74.141948","501","50","5028742","5014350198","251","SI0105"
"5","WESTERLEIGH","04  TAX CLASS 1 CONDOS","1A","1525","1127",,"R3","481 WILLOW ROAD EAST","2","10314","1","0","1","0","0","1977","1","R3","$37,000","02/09/2016","40.612736","-74.151889","501","50","5131084","5015257502","251","SI0105"
"5","WILLOWBROOK","02  TWO FAMILY DWELLINGS","1","791","54",,"B2","262 CRAFTON AVENUE",,"10314","2","0","2","4,879","2,680","1975","1","B2","$0","02/09/2016","40.604278","-74.141991","502","50","5020401","5007910054","18902","SI0203"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH",,"10019","0","2","2","7,532","112,850","2007","4","H3","$52,339","02/10/2016",,,,,,,,
"5","WEST NEW BRIGHTON","29  COMMERCIAL GARAGES","4","185","171",,"G7","N/A RICHMOND TERRACE",,"10310","0","0","0","24,281","0","0","4","G7","$0","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$40,805","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$54,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$63,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$97,224","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$63,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$25,380","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$278,460","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$38,305","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$49,305","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$163,800","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$41,400","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$37,500","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMERIC","TIMES","10019","0","0","1","0","0","1963","4","RH","$37,500","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$0","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$38,305","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$43,822","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$139,545","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$70,305","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$43,692","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$44,351","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$43,439","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$52,895","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$40,805","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$94,369","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$93,868","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$40,500","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$54,299","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$63,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$41,400","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$63,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$43,969","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$41,850","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$43,519","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$43,697","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$194,400","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$43,692","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$41,850","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$43,435","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$74,805","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$57,960","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$41,850","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$40,805","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$58,590","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$43,305","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$54,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$72,000","02/10/2016",,,,,,,,
